model,split,run,id,tier,family,cid,faithful,status
qwen3-max,multivariate,5,T4-3c-9008,Hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-3c-9008,Hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-3c-9008,Hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,5,T4-3c-9009,Hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-3c-9009,Hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-3c-9009,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-3c-9010,Hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-3c-9010,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-3c-9010,Hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-3c-9011,Hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-3c-9011,Hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-3c-9011,Hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-3c-9012,Hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-3c-9012,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-3c-9012,Hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,5,T4-3c-9013,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-3c-9013,Hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-3c-9013,Hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,5,T4-3c-9014,Hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,5,T4-3c-9014,Hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-3c-9014,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-3c-9015,Hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-3c-9015,Hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-3c-9015,Hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-3c-9016,Hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-3c-9016,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-3c-9016,Hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,5,T4-3c-9017,Hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-3c-9017,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-3c-9017,Hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,5,T4-3c-9018,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-3c-9018,Hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-3c-9018,Hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,5,T4-3c-9019,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-3c-9019,Hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-3c-9019,Hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-3c-9020,Hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-3c-9020,Hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-3c-9020,Hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,5,T4-3c-9021,Hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-3c-9021,Hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-3c-9021,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-3c-9022,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-3c-9022,Hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-3c-9022,Hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,5,T4-3c-9023,Hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,5,T4-3c-9023,Hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-3c-9023,Hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-3c-9024,Hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-3c-9024,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-3c-9024,Hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-3c-9025,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-3c-9025,Hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,5,T4-3c-9025,Hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-3c-9026,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-3c-9026,Hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-3c-9026,Hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-3c-9027,Hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-3c-9027,Hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,5,T4-3c-9027,Hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-3c-9028,Hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-3c-9028,Hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-3c-9028,Hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,5,T4-3c-9029,Hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,5,T4-3c-9029,Hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-3c-9029,Hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9030,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9030,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-5c-9030,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9030,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9030,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9031,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9031,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-5c-9031,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9031,Very hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9031,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9032,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9032,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-5c-9032,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9032,Very hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9032,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9033,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-5c-9033,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9033,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9033,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9033,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9034,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9034,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9034,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-5c-9034,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9034,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9035,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-5c-9035,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-5c-9035,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9035,Very hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9035,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9036,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9036,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9036,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9036,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-5c-9036,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9037,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9037,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-5c-9037,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9037,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9037,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9038,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9038,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9038,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9038,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-5c-9038,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9039,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9039,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-5c-9039,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9039,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9039,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9040,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9040,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-5c-9040,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-5c-9040,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9040,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9041,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9041,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9041,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-5c-9041,Very hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9041,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9042,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9042,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9042,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-5c-9042,Very hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9042,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9043,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9043,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9043,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9043,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9043,Very hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9044,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9044,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9044,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-5c-9044,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9044,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9045,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-5c-9045,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-5c-9045,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9045,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9045,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9046,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-5c-9046,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9046,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9046,Very hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9046,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9047,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9047,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9047,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-5c-9047,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9047,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9048,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-5c-9048,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-5c-9048,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9048,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9048,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9049,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9049,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9049,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9049,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9049,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9050,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-5c-9050,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9050,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9050,Very hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9050,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9051,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9051,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-5c-9051,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9051,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9051,Very hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9052,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9052,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-5c-9052,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9052,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9052,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9053,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9053,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9053,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9053,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-5c-9053,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9054,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9054,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-5c-9054,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-5c-9054,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9054,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9055,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9055,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-5c-9055,Very hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9055,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9055,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9056,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9056,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9056,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-5c-9056,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9056,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9057,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9057,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-5c-9057,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9057,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9057,Very hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9058,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-5c-9058,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-5c-9058,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9058,Very hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9058,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,5,T4-5c-9059,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-5c-9059,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-5c-9059,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9059,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-5c-9059,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9060,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-6c-9060,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9060,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9060,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-6c-9060,Very hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9060,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9061,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9061,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9061,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-6c-9061,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9061,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9061,Very hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9062,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9062,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-6c-9062,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-6c-9062,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9062,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9062,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9063,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9063,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-6c-9063,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9063,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9063,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9063,Very hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9064,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9064,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-6c-9064,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9064,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9064,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9064,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9065,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-6c-9065,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9065,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-6c-9065,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9065,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9065,Very hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9066,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9066,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9066,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-6c-9066,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9066,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9066,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9067,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9067,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-6c-9067,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9067,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9067,Very hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9067,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9068,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-6c-9068,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9068,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-6c-9068,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9068,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9068,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9069,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-6c-9069,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9069,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9069,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9069,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9069,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9070,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-6c-9070,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9070,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9070,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-6c-9070,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9070,Very hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9071,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9071,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-6c-9071,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-6c-9071,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9071,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9071,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9072,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9072,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9072,Very hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9072,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9072,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9072,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9073,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-6c-9073,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-6c-9073,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9073,Very hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9073,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9073,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9074,Very hard,order_rel,order_rel,1,ok
qwen3-max,multivariate,5,T4-6c-9074,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-6c-9074,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9074,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9074,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9074,Very hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9075,Very hard,budget_cap,budget_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9075,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9075,Very hard,agg_margin,agg_margin,1,ok
qwen3-max,multivariate,5,T4-6c-9075,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9075,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9075,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9076,Very hard,sum_floor,sum_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9076,Very hard,basket_cap,basket_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9076,Very hard,a_floor,a_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9076,Very hard,b_cap,b_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9076,Very hard,b_floor,b_floor,1,ok
qwen3-max,multivariate,5,T4-6c-9076,Very hard,a_cap,a_cap,1,ok
qwen3-max,multivariate,5,T4-6c-9077,Very hard,order_rel,order_rel,1,ok
